,principal component 1,principal component 2,principal component 3,principal component 4,hier_cluster,la_name
195,-0.6289868388160627,0.6819054676840379,-0.7438292243312314,-0.5533863789957824,3,North Tyneside
196,-0.5134161701471391,0.5644527219640099,-1.6737873014369224,0.012502110084096305,3,North Warwickshire
197,-2.654316811482916,-0.25149245860024294,-1.0684399806301954,-0.2798408818836384,4,North West Leicestershire
198,2.9623971787787964,0.9916697532554941,1.3563817095843715,-0.4436046574858641,8,Northumberland
199,4.779074706831954,0.98893982217359,-0.18378738334490805,1.5580590529681984,2,Norwich
200,-0.5025701209877034,-0.9468022289285931,-0.24069925797241848,-0.22550663276052177,4,Nottingham
201,0.6219736533877304,1.1800476961208457,2.3716947110354583,-0.3073840639542345,0,Nuneaton and Bedworth
202,0.6314897777811997,-2.167050588682453,-0.7323279103608749,0.6267899415955258,1,Oadby and Wigston
203,7.023936745354442,2.6170287550470146,3.381722678636074,3.7397858073704504,6,Oldham
204,-2.3413100307349333,-0.22144975649452522,-0.23734941293606118,0.30976471086025986,4,Oxford
205,0.25782997804755015,-1.6433915443526472,-0.7879077939115587,0.38575588460268323,1,Pembrokeshire
206,1.4097106826889543,-0.9102410894555639,-1.2467364918540373,0.357832960863618,1,Pendle
207,0.517427970011361,-0.6640591923339322,1.1020947054397636,-0.2639247514549488,0,Peterborough
208,2.526717190625618,-0.7038746749265833,1.1020003015005373,-0.3088000153494531,8,Plymouth
209,-2.4670536812878576,-0.08457326326001466,0.8897059553588962,-0.4704802122152734,5,Portsmouth
210,1.163063448817216,-0.08577363734036868,0.48854423086713694,1.3096681574779645,7,Powys
211,3.671260469301696,-0.7057677688403096,1.7930025842473023,-0.6197965507431663,8,Preston
212,3.0563171339095057,-1.368222911291795,0.3680510797972914,-1.0156298742602499,8,Reading
213,-1.83634396296737,-1.2806051647589338,0.39516663740458585,-0.11387980121785324,4,Redbridge
214,-0.40531153005579207,-1.8527391651713248,-0.05338764042047749,0.023658794402944102,1,Redcar and Cleveland
215,0.5717032800503479,1.188317452217288,-0.8152056893642871,0.3210051807503786,3,Redditch
216,-1.2684708848948847,-1.8793468130402922,-0.09689881672284578,0.5978778190314985,4,Reigate and Banstead
217,-1.8564661585289464,1.0043601970412441,0.03170080796990835,-0.09760268616209825,5,Rhondda Cynon Taf
218,1.3490626398295185,0.475246791103829,0.10587360012976796,-0.8340110632791543,0,Ribble Valley
219,2.302663740307955,5.207190437122511,2.6379859794161944,0.8533396235887134,10,Richmond upon Thames
220,0.5195457392431704,-1.3169300334787113,-1.4115275340205564,0.8076417080480913,1,Richmondshire
221,-1.398336403997175,-0.027926553598245314,0.06738870573938768,-0.7631947207920322,4,Rochdale
222,-0.5863408118699867,-0.665750293574483,0.3412458614479176,-0.4267230669918036,4,Rochford
223,-2.569136797722582,1.8138287320617505,1.0826931126169315,-0.5905054369960333,5,Rossendale
224,-0.899982469844049,-1.6394647303058612,-0.15596318714254817,0.21998793061621816,4,Rother
225,0.253214309437444,0.43919127696957044,-1.2157896205021133,0.5397546594891349,3,Rotherham
226,2.4991161604304883,1.705941946827342,-0.8219622703518453,0.9121404599215702,7,Rugby
227,-0.19063814522214292,1.8301539027526808,-1.185160812425891,0.03853212103254131,3,Runnymede
228,2.086326980269467,-0.19157850007115176,1.4774694967339996,-1.0778159958044093,8,Rushcliffe
229,-0.08570073670136243,4.093075025389145,3.305337072885863,0.8666189759047326,10,Rushmoor
230,-2.0486336010879658,1.1694179030373593,0.2632175321826882,-0.21048453999862032,5,Rutland
231,2.5892116403804937,1.0032571820430323,-2.307851391531366,1.0215339759275093,3,Ryedale
232,1.201392511805443,-1.9564794729886783,0.0011764931926781647,-0.11911923473572965,1,Salford
233,-2.242452590298371,0.1275539974034206,0.8523588313577563,-0.0331634161148417,5,Sandwell
234,-1.2900888108839759,-0.07583712829389938,-0.10169427969874881,-0.16323283259896362,4,Scarborough
235,-1.9358715591609708,-0.6942721805180765,0.20566183646797523,0.20653239421336322,4,Sedgemoor
236,-0.5763193849121236,0.6625214687259177,-1.379440936293341,-0.1432663082201197,3,Sefton
237,-0.3776015895129104,0.33592779288386476,0.0679377468836351,-0.7868581704187934,0,Selby
238,0.9455706779907783,-1.4403585371173704,0.27098897565962315,0.9291432732593081,1,Sevenoaks
239,-1.6767407145557993,1.1063170739783201,-0.5545589205166935,0.617647695211937,3,Sheffield
240,2.5443336776927734,-2.2769036507653775,-0.14315323971691513,-0.34475030698217923,1,Shropshire
241,-0.550847101227146,-0.3522044248673513,-0.21746654731630632,-0.45904181021775264,4,Slough
242,-2.096569792276241,0.400129543744443,1.3909673508102942,3.2732999933667752,9,Solihull
243,0.17457597977744713,0.6229467286021221,-0.30131170486581427,-0.620035014201358,0,Somerset West and Taunton
244,0.2761350529936828,1.6786556286738599,-2.3450118582869064,0.38804729891869805,3,South Cambridgeshire
245,0.37996001714859556,0.24208431108570458,-0.5628801846616326,0.04941025387510701,0,South Derbyshire
246,-1.560171803815102,2.2064240362212684,0.23971848355704292,-1.2729734969750206,5,South Gloucestershire
247,-1.5652437300919206,0.08617762994966073,-0.5041422268261782,-0.18219130152604032,4,South Hams
248,-1.40242971783899,0.1672813958202431,-0.14467271887593056,-0.48822652575452924,4,South Holland
249,-2.4950188214697784,0.90353361230886,0.9792455874339469,0.16906729046103752,5,South Kesteven
250,-0.9192522926124503,1.7940565815743037,-1.6936156053578888,-0.06509408125802006,3,South Lakeland
